decision_date,return_date,prob_bear,prob_bull,prob_mix,canonical_asset_simple_return,exposure_cash,exposure_buy_and_hold,exposure_trend,exposure_volatility_target,exposure_drawdown_control,exposure_specialist_atp
2023-05-15,2023-05-16,0.012548393061588101,0.0014051274362012001,0.98604647950221036,-0.0054664709625918961,0,1,0,0.55566998106706156,0.5,0
2023-05-16,2023-05-17,0.0076460280582535001,0.0037304288322648001,0.98862354310948164,0.01360443568223757,0,1,0,0.55479015783111374,0.5,0
2023-05-17,2023-05-18,0.020269988513501699,0.0011250767092112,0.97860493477728705,-0.020986676689863537,0,1,0,0.55434300266790215,0.5,0
2023-05-18,2023-05-19,0.0081723127750740997,0.0037517778516461,0.9880759093732796,0.0020463694647383512,0,1,0,0.56845095202954432,0.5,0
2023-05-19,2023-05-20,0.031747427864208602,0.00064214767654150004,0.96761042445924983,0.0086783791927209641,0,1,0,0.58016967406983666,0.5,0
2023-05-20,2023-05-21,0.011464492046011,0.0010817563091191,0.98745375164486981,-0.013508529956262283,0,1,0,0.65606163134891937,0.5,0
2023-05-21,2023-05-22,0.0038245940573148002,0.0034290796998282,0.99274632624285675,0.003641135107047111,0,1,0,0.6681048393723843,0.5,0
2023-05-22,2023-05-23,0.0022420160017694001,0.0023877831786817002,0.99537020081954874,0.013908288729220564,0,1,0,0.70858981851009561,0.5,0
2023-05-23,2023-05-24,0.0023508796246573,0.0029048882845184999,0.99474423209082397,-0.032780200362224288,0,1,0,0.72576675264328649,0.5,0
2023-05-24,2023-05-25,0.00067379933268430002,0.0087655102542896993,0.99056069041302597,0.0055985171905621467,0,1,0,0.7203587957870986,0.5,0
2023-05-25,2023-05-26,0.0030797346038531001,0.00097729237390769999,0.99594297302223922,0.0089024694249089098,0,1,0,0.67618466684689604,0.5,0
2023-05-26,2023-05-27,0.0032775620803532001,0.0017980815445531001,0.99492435637509335,0.005465810605918886,0,1,0,0.70529687245771278,0.5,0
2023-05-27,2023-05-28,0.0014183022553021,0.0037716914249506998,0.99481000631974725,0.045190356511216612,0,1,0,0.70283061068657393,0.5,0
2023-05-28,2023-05-29,0.0020972710763029999,0.0057088908459662999,0.99219383807773065,-0.011819943572059621,0,1,0,0.76170801579864589,0.5,0
2023-05-29,2023-05-30,0.00012499523891020001,0.027128907432388001,0.97274609732870165,-0.0014852520241966927,0,1,0,0.68054404333991425,1,0
2023-05-30,2023-05-31,0.00015656092894090001,0.0185009721472678,0.98134246692379123,-0.017405463170892088,0,1,0,0.6760183011433154,1,0
2023-05-31,2023-06-01,0.0001887866484887,0.017766491890375002,0.98204472146113642,-0.014590628341312639,0,1,0,0.67593834151049115,1,0
2023-06-01,2023-06-02,0.0003334626624482,0.0129144567712156,0.98675208056633601,0.015873075058727038,0,1,0,0.72841207886052839,0.5,0
2023-06-02,2023-06-03,0.00066703513099789999,0.0065737759111563999,0.99275918895784565,-0.0063388475556713786,0,1,0,0.73925032225976162,0.5,0
2023-06-03,2023-06-04,0.00059243655300799997,0.012327831197854799,0.98707973224913725,0.0018580082742316595,0,1,0,0.73473644702291219,0.5,0
2023-06-04,2023-06-05,0.00058377110780950001,0.0094264987259809006,0.98998973016620961,-0.05069260350339011,0,1,0,0.73464644107526855,0.5,0
2023-06-05,2023-06-06,0.00056806110173160005,0.0079549167033415996,0.99147702219492684,0.057590280960407636,0,1,0,0.76203114343546086,0.5,0
2023-06-06,2023-06-07,0.0105675049798022,0.00065047668755189995,0.98878201833264601,-0.03259983400782962,0,1,0,0.66677824789983964,0.5,0
2023-06-07,2023-06-08,0.00060178429749420002,0.0086001041314203008,0.99079811157108544,0.0060206890006642144,0,1,0,0.58372394696081675,0.5,0
2023-06-08,2023-06-09,0.0012997228163934,0.0069838581755482,0.99171641900805818,-0.00082260736346795316,0,1,0,0.57642469628675164,0.5,0
2023-06-09,2023-06-10,0.00074763736637979998,0.011784549609852899,0.98746781302376718,-0.023992326081127446,0,1,0,0.57563974216277547,0.5,0
2023-06-10,2023-06-11,0.00076775746052780002,0.0094893369071128008,0.98974290563235923,0.0032657483361708817,0,1,0,0.57564808988532123,0.5,0
2023-06-11,2023-06-12,0.0026907697397381999,0.0038208052347636001,0.99348842502549795,-0.00083306335909671958,0,1,0,0.57461988700012334,0.5,0
2023-06-12,2023-06-13,0.0017864527820219999,0.0044938325536218997,0.99371971466435605,0.00087235783655259524,0,1,0,0.57537355698370896,0.5,0
2023-06-13,2023-06-14,0.0021726284497858,0.0038646851153159001,0.99396268643489805,-0.030849151927927476,0,1,0,0.57534822805791441,0.5,0
2023-06-14,2023-06-15,0.0016511733724700001,0.0037098590574877002,0.99463896757004222,0.01837680813386644,0,1,0,0.5759569911156065,0.5,0
2023-06-15,2023-06-16,0.017118563956300601,0.00059224393185199997,0.98228919211184718,0.029306834744620147,0,1,0,0.55652876274031782,0.5,0
2023-06-16,2023-06-17,0.0079990409004921,0.0022023760728434,0.98979858302666435,0.0065942075751765916,0,1,0,0.5508918927055042,0.5,0
2023-06-17,2023-06-18,0.0031195084471619,0.0070135797988208999,0.98986691175401698,-0.0066113520648689583,0,1,0,0.53826160792954891,0.5,0
2023-06-18,2023-06-19,0.0024068012752445,0.0157285397181555,0.98186465900660003,0.019218138399450302,0,1,0,0.54607922189385516,0.5,0
2023-06-19,2023-06-20,0.0039116289346287003,0.0054517342732612996,0.99063663679210978,0.05445151773641399,0,1,0,0.54547437590302195,0.5,0
