year,trusted_router_growth,matched_exposure_growth,buy_and_hold_growth,growth_advantage_vs_matched,router_beats_matched
2021,0.27024408679118128,0.3227447560169141,0.5726647740625801,-0.052500669225732821,False
2022,-0.35377662466608661,-0.33542029320412214,-0.6421986391025436,-0.01835633146196447,False
2023,0.58628977471568677,0.55397333960174144,1.5561756987192665,0.03231643511394533,True
