decision_date,return_date,router_valid,router_fallback_used,risk_fallback_used,desired_exposure,final_exposure,pretrade_exposure,turnover,ambiguity_cvar,asset_simple_return,portfolio_net_return,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5
2021-02-10,2021-02-11,True,False,False,0.48630514274886488,0.5,0.4409526808874828,0.059047319112517205,0.043667894114591731,0.070360870728878533,0.035119310734933018,0.51369485725113517,0.48630514274886488,0,0,0,0
2021-02-11,2021-02-12,True,False,False,0.48630515553262349,0.5,0.51699241705242138,0.016992417052421382,0.043627673286609749,-0.012898332385232969,-0.0064660490227473888,0.51369484446737657,0.48630515553262349,0,0,0,0
2021-02-12,2021-02-13,True,False,False,0.48630513754929999,0.5,0.49675448604481431,0.003245513955185686,0.043614525905503659,-0.0042852589204103175,-0.0021458680202265379,0.51369486245069995,0.48630513754929999,0,0,0,0
2021-02-13,2021-02-14,True,False,False,0.48630514036962064,0.5,0.49892638491057789,0.0010736150894221086,0.04361244872623575,0.031264376588712617,0.015631097896313673,0.51369485963037931,0.48630514036962064,0,0,0,0
2021-02-14,2021-02-15,True,False,False,0.48630516001061463,0.5,0.50769579207636628,0.0076957920763662813,0.042801151328011655,-0.014536401649555719,-0.007275840682291923,0.51369483998938537,0.48630516001061463,0,0,0,0
2021-02-15,2021-02-16,True,False,False,0.48630514196169639,0.5,0.49633929283275885,0.0036607071672411506,0.042797288919658089,0.025729979159843319,0.012861281777794664,0.51369485803830361,0.48630514196169639,0,0,0,0
2021-02-16,2021-02-17,True,False,False,0.48630514207032055,0.5,0.50635079191811017,0.0063507919181101657,0.042799863885500833,0.059172620536631193,0.029579771579897329,0.5136948579296795,0.48630514207032055,0,0,0,0
2021-02-17,2021-02-18,True,False,False,0.48630513893597388,0.5,0.51436805733198088,0.014368057331980877,0.042807538061783362,-0.0095431573449669127,-0.004785878171499558,0.51369486106402606,0.48630513893597388,0,0,0,0
2021-02-18,2021-02-19,True,False,False,0.48630513702581513,0.5,0.49760277210224829,0.0023972278977517081,0.042796079509448588,0.083835121417853431,0.041915062995082852,0.51369486297418487,0.48630513702581513,0,0,0,0
2021-02-19,2021-02-20,True,False,False,0.48630513688615989,0.5,0.52011558413527736,0.020115584135277365,0.042813039630161094,0.00030586728579451439,0.00013281498241224376,0.51369486311384005,0.48630513688615989,0,0,0,0
2021-02-20,2021-02-21,True,False,False,0.48630513679859061,0.5,0.50007645512888732,7.6455128887320534e-05,0.037973064416846308,0.0270028628291763,0.01350135392720575,0.51369486320140945,0.48630513679859061,0,0,0,0
2021-02-21,2021-02-22,True,False,False,0.48630513679688253,0.5,0.50666078556778327,0.0066607855677832672,0.037979398720565584,-0.057840505068443959,-0.028926720688189134,0.51369486320311741,0.48630513679688253,0,0,0,0
2021-02-22,2021-02-23,True,False,False,0.4863051367968686,0.5,0.48510922887142122,0.014890771128578784,0.038100355913196389,-0.096108427367043836,-0.048068388890352809,0.5136948632031314,0.4863051367968686,0,0,0,0
2021-02-23,2021-02-24,True,False,False,0.48630513679745718,0.5,0.47476000504741656,0.025239994952583444,0.042142739549781413,0.016076072555978982,0.0080125934030417234,0.51369486320254276,0.48630513679745718,0,0,0,0
2021-02-24,2021-02-25,True,False,False,0.48630513793434538,0.5,0.50398697072367848,0.0039869707236784846,0.039508863479318243,-0.055717088384727553,-0.02786242009188733,0.51369486206565462,0.48630513793434538,0,0,0,0
2021-02-25,2021-02-26,True,False,False,0.48630513801590275,0.5,0.48567155837973219,0.014328441620267807,0.039518796410055353,-0.012421023471877457,-0.0062247511906042829,0.51369486198409731,0.48630513801590275,0,0,0,0
2021-02-26,2021-02-27,True,False,False,0.48630518332184541,0.5,0.49687533838439613,0.0031246616156038742,0.039508035235760776,-0.0045074397569564439,-0.0022568374979817785,0.51369481667815464,0.48630518332184541,0,0,0,0
2021-02-27,2021-02-28,True,False,False,0.48630526304877236,0.5,0.49887059469757994,0.0011294053024200612,0.039506118802116116,-0.021082999000795355,-0.010542617000074528,0.51369473695122758,0.48630526304877236,0,0,0,0
2021-02-28,2021-03-01,True,False,False,0.47703295843304816,0.5,0.49467309670133963,0.0053269032986603682,0.039510150477811298,0.098120184217518336,0.049054503867093979,0.52296704156695184,0.47703295843304816,0,0,0,0
2021-03-01,2021-03-02,True,False,False,0.47706131272126268,0.5,0.52338287981679932,0.023382879816799318,0.039527493152362952,-0.023617062031837666,-0.011831637778274118,0.52293868727873738,0.47706131272126268,0,0,0,0
2021-03-02,2021-03-03,True,False,False,0.47703255521990756,0.5,0.49402518065246065,0.0059748193475393507,0.039510772797914574,0.040700724018156276,0.020344265599993916,0.52296744478009249,0.47703255521990756,0,0,0,0
2021-03-03,2021-03-04,True,False,False,0.4770333441928683,0.5,0.50997224226441595,0.0099722422644159536,0.039514612302503166,-0.039033556833898531,-0.019526556033170994,0.52296665580713164,0.4770333441928683,0,0,0,0
2021-03-04,2021-03-05,True,False,False,0.47703386247467922,0.5,0.49004736746772765,0.0099526325322723541,0.039514593467454125,0.0075266374824480842,0.0037533286537632105,0.52296613752532084,0.47703386247467922,0,0,0,0
2021-03-05,2021-03-06,True,False,False,0.47705253377598378,0.5,0.50187460463585354,0.0018746046358535384,0.03950683456232458,0.0012932315417328866,0.0006447399540816523,0.52294746622401622,0.47705253377598378,0,0,0,0
2021-03-06,2021-03-07,True,False,False,0.47709702643953222,0.5,0.50032309896454719,0.00032309896454718601,0.039505344348937606,0.04353032201016882,0.021764830873818752,0.52290297356046778,0.47709702643953222,0,0,0,0
