variant,terminal_growth,sharpe_zero_cash_rate,maximum_drawdown_loss,daily_loss_cvar_95,mean_exposure,mean_daily_turnover
ramas_full_continuous_llama70b_memory_trust,1.1881875497949745,0.78309088537093285,0.45612406323456933,0.032965124491904876,0.45043532338308467,0.0097609545167561384
pre_agent_ramoe_internal_control,1.0231015149182801,0.72343235518219773,0.46596854972858803,0.032904430880584028,0.44322139303482588,0.0079200441733100844
llama70b_frozen_agent_trust_ablation,1.1601966443783311,0.77767391769252203,0.4492011933968032,0.032523838960164454,0.44676616915422884,0.0095886091504767471
deterministic_same_information_ablation,1.1540875183571524,0.7703816440557868,0.4569800439763797,0.033034915409529006,0.45074626865671652,0.0095293009448102137
llama70b_unblended_shadow_diagnostic,1.7339631976939276,0.96228038032659702,0.29628523326468448,0.033645255209327284,0.3906716417910448,0.029593127236744253
buy_and_hold_external_reference,2.6675504105941568,0.78811850690989227,0.76637508348400973,0.072759424714026244,1,0.00062189054726368158
cash_only_external_reference,0,0,-0,0,0,0
