cohort,beta,grid_step,decision_date,regime,K,advice_differs,desired_differs,actual_pair_capacity,projection_merge,fallback_used,executed_CASH,executed_ABSTAIN,executed_BTC
fixed_memory,0.05,0.05,2024-07-15,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-16,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-17,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-18,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-19,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-20,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-21,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-07-22,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-23,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-24,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-25,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-26,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-07-27,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-28,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-07-29,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-30,mix,2,False,False,False,False,False,0.45,0.45,0.5
fixed_memory,0.05,0.05,2024-07-31,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-01,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-02,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-03,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-04,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-05,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-06,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-07,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-08,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-09,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-10,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-11,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-12,bear,2,True,True,False,True,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-13,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-14,bear,2,True,True,False,True,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-15,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-16,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-17,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-18,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-19,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-20,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2024-08-21,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-22,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-23,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-24,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-25,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-26,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-08-27,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-28,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-29,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-30,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-08-31,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-01,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-02,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-03,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-04,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-05,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-06,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-07,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2024-09-08,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-09,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-10,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-11,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-12,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-13,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-14,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-15,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-16,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-17,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-18,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-19,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-20,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-21,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-22,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-23,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-24,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-25,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-26,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-27,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-28,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-29,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-09-30,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-01,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-02,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-03,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-04,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-05,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-06,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-07,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-08,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-09,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-10,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-11,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-12,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-13,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-14,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-15,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-16,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-17,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-18,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-19,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-20,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-21,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-22,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-23,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-24,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-25,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-26,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-27,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-28,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-29,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-30,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-10-31,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-01,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-02,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-03,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-04,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-05,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-06,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-07,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-08,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-09,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-10,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-11,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-12,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-13,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-14,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-15,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-16,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-17,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-18,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-19,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-20,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-21,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-22,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-23,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-24,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-25,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-26,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-27,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-28,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-29,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-11-30,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-01,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-02,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-03,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-04,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-05,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-06,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-07,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-08,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-09,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-10,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-11,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-12,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-13,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-14,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-15,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-16,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-17,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-18,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-19,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-20,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-21,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-22,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-23,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-24,bull,2,True,True,False,True,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-25,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-26,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-27,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-28,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-29,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-30,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2024-12-31,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-01,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-02,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-03,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-04,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-05,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-06,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-07,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-08,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-09,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-10,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-11,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-12,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-13,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-14,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-15,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-16,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-17,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-18,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-19,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-20,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-21,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-22,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-23,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-24,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-25,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-26,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-27,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-28,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-29,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-30,bull,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-01-31,bull,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-02-01,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-02,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-03,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-04,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-05,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-06,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-07,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-08,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-09,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-10,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-11,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-12,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-13,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-14,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-15,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-16,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-17,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-18,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-19,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-20,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-21,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-22,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-23,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-24,mix,2,False,False,False,False,False,0.4,0.45,0.45
fixed_memory,0.05,0.05,2025-02-25,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-02-26,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-02-27,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-02-28,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-01,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-02,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-03-03,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-04,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-05,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-03-06,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-03-07,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-08,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-09,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-10,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-11,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-12,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-13,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-14,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-15,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-16,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-17,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-18,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-19,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-20,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-21,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-22,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-23,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-24,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-25,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-26,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-27,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-03-28,bear,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-03-29,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-30,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-03-31,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-04-01,bear,2,True,True,False,True,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-02,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-03,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-04,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-05,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-06,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-04-07,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-04-08,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-04-09,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-10,bear,2,False,False,False,False,False,0.35000000000000003,0.4,0.4
fixed_memory,0.05,0.05,2025-04-11,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-12,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-13,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-14,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-15,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-16,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-17,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-18,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-19,mix,2,False,False,False,False,False,0.4,0.4,0.45
fixed_memory,0.05,0.05,2025-04-20,mix,2,False,False,False,False,False,0.4,0.4,0.45
