model,condition,repeat,planned,recorded,valid,invalid_or_missing,BTC_count,BTC_valid_rate,CASH_count,CASH_valid_rate,ABSTAIN_count,ABSTAIN_valid_rate,mean_latency_seconds,mean_executed_exposure
qwen3-coder:30b,exposed,1,12,12,12,0,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,4.393136766583969,0.45416666666666666
qwen3-coder:30b,hidden,1,12,12,12,0,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,1.8142987236691017,0.45416666666666666
gemma4:latest,exposed,1,12,12,12,0,3,0.25,4,0.3333333333333333,5,0.4166666666666667,3.1120982465023794,0.45
gemma4:latest,hidden,1,12,12,12,0,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,1.8805165028509994,0.45416666666666666
