Date,Close,Open,High,Low,Volume,entropy,kurtosis,mad,median,quantile_0.5,skew,stdev,variance,zscore,adx,dmp,dmn,amat_200_10,amat_signal,aroon_up,aroon_dn,aroon_osc,chop,cksp_stop,cksp_direction,decay,decreasing,dpo,increasing,long_run,psar_af,psar_reversal,qstick,short_run,ttm_trend,vortex_vi_plus,vortex_vi_minus,aberration_upper,aberration_middle,aberration_lower,aberration_range,bb_lower,bb_middle,bb_upper,donchian_lower,donchian_middle,donchian_upper,thermo_raw,thermo_ema,thermo_long,thermo_short,accbands_upper,accbands_middle,accbands_lower,atr,kc_upper,kc_middle,kc_lower,massi,natr,pdist,rvi,true_range,ui,drawdown,drawdown_pct,drawdown_log,TS_Trends,TS_Trades,TS_Entries,TS_Exits,log_return,percent_return,ao,apo,bias,bop,cci,cfo,cg,cmo,coppock,er,inertia,mom,pgo,psl,roc,rsi,rsx,slope,uo,willr,brar_br,brar_ar,eri_bull,eri_bear,fisher,fisher_signal,kdj_k,kdj_d,kdj_j,kst,kst_signal,ppo,ppo_signal,ppo_hist,pvo,pvo_signal,pvo_hist,qqe,rvgi,rvgi_signal,smi,smi_signal,oscillator,SQZ_20_2.0_20_1.5,SQZ_ON,SQZ_OFF,SQZ_NO,stochrsi_k,stochrsi_d,trix,trix_signal,tsi,tsi_signal,macd,macd_signal,macd_hist,cdl_doji,ebsw,ad,adosc,mfi,nvi,obv,pvi,pvol,pvr,pvt,cmf,efi,eom,aobv,aobv_min_2,aobv_max_2,aobv_ema_4,aobv_ema_12,aobv_lr_2,aobv_sr_2,alma,dema,ema,fwma,hl2,hlc3,hma,hwma,kama,linreg,midpoint,midprice,ohlc4,pwma,rma,sinwma,sma,ssf,SUPERT_7_3.0,SUPERTd_7_3.0,swma,t3,tema,trima,vidya,vwap,vwma,wcp,wma,zlma,HILO_13_21,ISA_9_a,ISB_26_a,ITS_9_a,IKS_26_a,mcgd
2015-01-11,264.8,273.4,278.0,263.8,15110.0,,,,,,,,,,,,,0,0,,,,,,,273.34999999999997,0,,0,0,0.04,0,,0,-1,,,,,,,,,,,,,11.300000000000011,,0,0,,,,,,,,,,19.80000000000001,,14.199999999999989,,50.39999999999998,0.15989847715736039,0.174232533920871,0,0,0,0,-0.1732803040441257,-0.15909812638932985,,,,-0.6056338028168995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,,-55111.487558112545,-4711.546124754612,,998.5231706751467,-30080.0,985.2954366292976,4001128.0,3.0,-888556.301454838,,,,-30080.0,-30080.0,-14970.0,-20140.966016,,0,0,,279.95570247933887,283.32363636363635,274.6902097902098,270.9,268.8666666666666,,269.6293187176559,28.486481425069456,,269.1,276.55,270.0,282.4712890625,282.1657748004572,,282.42999999999995,-64.7424910998376,234.1523456220465,1,281.90333333333336,286.9106430639192,277.2001202103682,283.22499999999997,,268.8666666666666,278.4905682715075,267.85,278.7909090909091,267.7818181818182,,,,285.85,,286.9926211218375
2015-01-12,269.3,264.8,273.1,263.3,25390.0,,,,,,,,,,,,,0,0,,,,,,,269.3,0,,0,0,0.04,0,,0,-1,,,,,,,,,,,,,4.899999999999977,,0,0,,,,,,,,,,15.100000000000023,,9.800000000000011,,45.89999999999998,0.14562182741116747,0.1573813581661705,0,0,0,0,-0.15642912828942557,-0.1448078755160367,,,,0.4591836734693872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,,-49411.69163974538,-4597.890705995334,,998.5231706751467,-4690.0,986.9948323996903,6837527.0,1.0,-845408.6428445661,,,,-4690.0,-30080.0,-4690.0,-13960.5796096,-20453.333333333332,0,0,277.33500850261737,275.93214124718264,280.7738842975207,272.493006993007,268.20000000000005,268.56666666666666,271.9922222222222,265.6383972109207,49.78009942021964,,267.05,270.65,267.625,283.76230468750003,280.3728115369802,,277.84000000000003,311.8804631604281,234.1523456220465,1,280.37333333333333,285.82167725412387,272.47173007308254,281.2944444444444,,268.56666666666666,276.21440249353094,268.75,276.4036363636364,265.6214876033058,,,,276.0,,284.71054731302416
2015-01-13,221.3,269.3,269.1,217.1,95500.0,,,,,,,,,,,,,0,0,,,,,,,269.25,0,,0,0,0.06,0,,0,-1,,,,,,,,,,,,,46.20000000000002,,0,0,,,,,,,,,,56.00000000000006,,52.20000000000002,,93.89999999999998,0.29790609137055835,0.35368811092672026,0,0,0,0,-0.35273588104997483,-0.29723721816449655,,,,-0.9230769230769226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,,-129484.76856282231,-29611.202446027804,,998.5231706751467,-100190.0,969.170844282349,21134150.0,3.0,-2547599.508050656,,-599709.5833333334,,-100190.0,-100190.0,-4690.0,-48452.34776576,-32720.51282051282,0,0,278.41763903624405,257.15166996789844,269.96045078888056,252.7146853146853,243.10000000000002,235.83333333333334,256.03181818181815,251.70520232734768,70.83760653402058,,245.3,245.10000000000002,244.20000000000005,282.0732421875,272.452223065756,,271.26000000000005,443.8286486500593,307.3666548444361,-1,277.5933333333333,283.147707097399,247.80193901310776,278.075,,235.83333333333337,261.3771335102135,232.20000000000002,266.12363636363636,245.43576258452293,,,,256.6,,267.33853730746875
2015-01-14,164.9,221.3,230.9,157.3,170680.0,,,,,,,,,,,,,0,0,,,,,,,221.25,0,,0,0,0.08,0,,0,-1,,,,,,,,,,,,,59.79999999999998,,0,0,,,,,,,,,,90.79999999999998,,73.6,,150.29999999999998,0.4768401015228426,0.6478681284181711,0,0,0,0,-0.6469158985414256,-0.4763416957764369,,,,-0.7663043478260871,,,,,,,,,,,,,,,,-95.36867763558806,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,,-264915.6381280398,-80243.63370624412,23.444091657890347,998.5231706751467,-270870.0,943.6850783537453,28145132.0,3.0,-6897510.036744737,,-1889229.9285714286,,-270870.0,-270870.0,-100190.0,-137419.408659456,-69358.89546351085,0,1,283.2797973770889,224.7498116745628,250.85855064544774,218.92587412587415,194.10000000000002,184.36666666666667,223.43656565656568,227.16341132882854,86.85757447066747,233.0830769230771,193.10000000000002,213.20000000000002,193.6,277.1095703125,258.5067160660703,276.0570478361075,261.28,427.46782914611447,284.21261096176585,-1,270.8566666666667,277.4289706027489,206.21824786163177,272.4861111111111,,184.36666666666667,225.72307070535183,179.5,246.78545454545457,211.06562393279148,,,,226.70000000000002,,196.57215141490371
2015-01-15,209.8,164.9,231.3,164.6,124670.0,,,,,,,,,,,,,0,0,,,,,,,209.8,0,,0,0,0.08,0,,0,-1,,,,,,,,,,,,,7.299999999999983,,0,0,,,,,,,,,,88.50000000000003,,66.70000000000002,,105.39999999999998,0.3343908629441624,0.40705266202152757,0,0,0,0,-0.4061004321447821,-0.33375674817402345,,,,0.6731634182908545,,,,,,,,,-1.741732851289528,,,,,,,-67.00188560653676,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,,-220617.6021460307,-79567.19561785298,34.241551737511486,1025.751794083273,-146200.0,943.6850783537453,26155766.0,2.0,-3502917.556453651,,-819670.9387755102,-436197.2376964082,-146200.0,-270870.0,-146200.0,-140931.6451956736,-81180.60385373996,0,1,284.5166672339799,215.92378053027818,243.3933596190027,215.26013986013987,197.95,201.9,198.7115151515151,215.68998682012506,94.74146927822326,223.90175824175833,187.35000000000002,194.3,192.65000000000003,268.2974609375,252.37320993931644,269.2187275018871,254.78000000000003,365.6272314392098,284.21261096176585,-1,261.2233333333333,269.6773111246455,199.6481773141931,264.7,10.957873027705299,201.9,217.0460244535013,203.875,237.42545454545458,200.83551049046577,,,,226.70000000000002,,197.59157632882525
2015-01-16,206.9,209.8,222.6,198.7,62320.0,,,,,,,,,,,,,0,0,,,,,,,209.75,0,,0,0,0.08,0,,0,-1,,,,,,29.857671229716544,,,,,,,34.099999999999994,,0,0,,,,,,,,,,44.900000000000006,,23.900000000000006,,108.29999999999998,0.34359137055837563,0.42097177323222645,0,0,0,0,-0.4200195433554814,-0.3429660209590345,,,,-0.12133891213389142,,,,,,,,,-1.5901019466812407,,,,,,,-68.70662460567823,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,100,,-240174.08750167908,-78279.60759323082,39.683431728739556,1024.3695252558182,-208520.0,943.6850783537453,12894008.0,4.0,-3589060.549780629,,-728393.3760932946,-397087.27309611905,-208520.0,-208520.0,-146200.0,-167966.98711740418,-100771.2801839338,0,1,282.0062438188645,208.85432892029337,236.75820332463857,211.8958041958042,210.64999999999998,209.39999999999998,185.6628282828283,205.2606705538486,104.06972770877059,216.63142857142844,208.35000000000002,197.95,209.49999999999997,254.07519531249997,246.79160657298775,262.016838858151,247.24,300.00695078593935,284.21261096176585,-1,249.70666666666668,260.7404713267058,195.1825937579887,254.82500000000002,21.40233339492543,209.39999999999998,213.48855527594884,208.77499999999998,228.72000000000003,190.59269040129016,,,,225.0,,198.36587387494896
2015-01-17,199.6,206.9,212.6,191.7,43130.0,,,,,,,,,,,,,0,0,,,,,,,206.85,0,,0,0,0.08,0,,0,-1,,,,,,28.96425369382608,,,,,,,10.0,,0,0,,,,,,,,,,34.5,,20.900000000000006,,115.6,0.366751269035533,0.4568919941063605,0,0,0,0,-0.45593976422961535,-0.3661479834868212,,,,-0.34928229665071814,,,,,,,,,-1.6355104686964406,,,,,,,-69.52449567723345,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,,-250698.63295622446,-73985.25808294705,40.84990335103099,1020.8412507270604,-251650.0,943.6850783537453,8608748.0,4.0,-3741235.0302059557,,-669315.6080799669,-359413.3862449802,-251650.0,-251650.0,-208520.0,-201440.1922704425,-123983.39092486707,0,1,275.42907410425363,201.64405705178137,230.00216635652245,206.92937062937065,202.14999999999998,201.29999999999998,182.04444444444445,194.8381294327619,115.05412065616234,207.22285714285726,203.25,207.14999999999998,202.70000000000002,234.84765625000006,241.12789913538188,254.61317220226283,238.07,247.59870255652407,284.21261096176585,-1,236.45,251.18369455016887,190.08644518229912,243.41666666666666,29.71489947672952,201.3,208.45094323704103,200.875,220.05818181818182,188.28492851014647,,,,223.95000000000002,,198.48626243986155
2015-01-18,210.6,199.6,220.7,192.5,40370.0,,,,,,,,,,,,,0,0,,,,,,,210.6,0,,0,0,0.08,0,,0,1,,,,,,28.890468925928822,,,,,,,8.099999999999994,,0,0,,,,,,,,,,45.39999999999998,,28.19999999999999,,104.6,0.3318527918781726,0.40324675828384926,0,0,0,0,-0.40229452840710384,-0.3312162591298825,,,,0.3900709219858158,,,,,,,,,-1.1563201356401522,,,,,,,-61.59942363112394,,,,,,,,,,,,,,,,,,,,,,,,-87.64999999999999,0,0,1,,,,,,,,,,0,,-239246.1506867209,-61858.57455363011,49.745291880648324,1026.3522727711486,-211280.0,943.6850783537453,8501922.0,2.0,-3518755.070286116,,-510260.5212114002,-262112.07578310926,-211280.0,-251650.0,-211280.0,-205376.1153622655,-137413.63847488753,0,1,266.22488017583015,200.38613763395824,226.4744997462456,208.15594405594405,206.6,207.9333333333333,186.82434343434343,188.52265589080247,122.43074235373508,199.98241758241772,205.1,206.2,205.85,216.09843750000002,237.53598168160164,246.95762726636727,230.85999999999999,216.67841863957884,284.21261096176585,-1,223.57,241.80293945421113,192.78697562548035,230.7388888888889,35.18111030667446,207.9333333333333,206.14754989148705,208.6,215.06363636363636,200.6513051446653,,,,223.3,,199.44206130122808
2015-01-19,215.9,210.6,219.5,205.5,31580.0,,,,,,,,,,,,,0,0,,,,,,,215.9,0,,0,0,0.08,0,,0,1,,,,,,27.494577370206162,,,,,,,13.0,,0,0,,,,,,,,,,22.69999999999999,,14.0,,99.29999999999998,0.3150380710659898,0.3783920204629627,0,0,0,0,-0.3774397905862171,-0.3143855192124483,,,,0.3785714285714294,,,,,,,,,-0.8533258474917459,,,,,,,-57.78097982708934,,,,,,,,,,,,,,,,,,,,,,,,-84.61666666666667,0,0,1,,,,,,,,,,0,,-223907.29354386375,-46393.60633221589,47.12944603693874,1028.8688919544345,-179700.0,943.6850783537453,6818122.0,2.0,-3439280.2364779487,,-413455.5896097716,-238828.52869106506,-179700.0,-211280.0,-179700.0,-195105.66921735927,-143919.23255567407,1,0,250.7943227155987,201.63377380437555,224.5518634287464,210.90769230769232,212.5,213.63333333333333,197.7350505050505,184.62917230088593,129.64703842787785,196.37120879120863,213.25,206.6,212.875,204.7447265625,235.0344658125986,239.01111207209146,223.65,203.76564783974544,284.21261096176585,-1,214.4366666666667,233.23418524433782,198.0101369239162,219.85555555555553,41.248855840627364,213.63333333333333,203.89376563803168,214.2,212.3436363636364,204.5328860274534,,,,217.65,,200.64054432690804
2015-01-20,210.6,215.9,216.6,203.4,37480.0,,-1.0038111516663748,37.96399999999999,267.05,267.05,-0.3597512659167783,43.10532358134703,1858.068921052632,-0.9698338053560122,,,,0,0,,,,,,,215.85,0,,0,0,0.08,0,-5.38,0,1,,,254.44666666666666,280.6365415318835,228.25679180144982,26.189874865216826,168.37725517723328,252.40500000000003,336.4327448227668,157.3,239.35,321.4,2.9000000000000057,15.884210526315787,1,0,199.57687790778087,252.40500000000003,319.9018779077809,,202.55236842105265,252.40500000000003,302.2576315789474,,11.835857449892538,21.099999999999966,0.0,13.199999999999989,,104.6,0.3318527918781726,0.40324675828384926,0,0,0,0,-0.40229452840710384,-0.3312162591298825,,,-0.1656266714209308,-0.4015151515151527,-79.50740627601775,8.366571699904968,-11.32402289970484,,,,,,-0.8738002882836908,45.0,,,0.0,,,-61.59942363112394,,,-35.805000000000035,-49.005000000000024,0.0,,,,,,,,,,,,,,,,-0.347550816394535,-0.347550816394535,0.0,-71.58333333333334,0,0,1,,,,,,,,,,0,,-220500.02081659104,-34765.29561639458,42.76747520471678,1028.8688919544345,-217180.0,941.2302381499472,7893288.0,3.0,-3531287.6473163,-0.2265349108414061,-382768.2196655186,-279210.5780035047,-217180.0,-217180.0,-179700.0,-203935.40153041558,-155190.11985480113,1,0,231.9457732600468,201.18851293318792,222.01516098715612,210.6055944055944,210.0,210.20000000000002,206.36050505050505,180.57800403999207,135.0874431891056,193.7967032967033,213.25,211.45,211.625,202.17343750000003,232.2528382590629,231.22581898151344,217.36999999999998,200.18581335781312,284.21261096176585,-1,209.4333333333334,225.6819750419329,199.93489858859607,213.5138888888889,48.236326441247144,210.20000000000002,202.6984061402287,210.3,209.9709090909091,206.30872493155277,,,,215.20000000000002,,201.4610411901765
2015-01-21,228.2,210.6,229.3,207.1,43180.0,,-1.0118186715932882,36.483,264.75,264.75,-0.29155987677603723,40.78681546516564,1663.5643157894747,-0.48716723218977936,,8.6434907942434,34.51363256170022,0,0,65.0,0.0,-65.0,37.941964784085826,,,228.2,1,,0,0,0.08,0,-4.334999999999999,0,1,0.7849939491730538,1.1853569987898345,249.6933333333333,275.52778758925473,223.8588790774119,25.83445425592141,168.56185953627136,248.07000000000002,327.5781404637287,157.3,236.85,316.4,12.700000000000017,15.580952380952379,1,1,192.92998110221853,248.07000000000002,316.8299811022186,25.65733512546909,200.76642857142858,250.09976190476192,299.43309523809523,,10.809231668127376,26.80000000000004,9.057951969640046,22.200000000000017,,87.0,0.2760152284263959,0.3229849205557489,0,0,0,0,-0.3220326906790037,-0.27532550015878055,,,-0.08009835933405907,0.7927927927927919,-51.98353362500229,14.665080756228871,-11.252509372354574,-19.392722991616484,,0.2728989612842303,,-86.69999999999999,-0.12609235908108335,50.0,-27.53255001587805,40.30363850419176,50.0,-4.334999999999999,,-47.636632200886275,,,-20.79976190476191,-42.999761904761925,-0.20082089858128757,0.0,,,,,,,,,,,,,,,-0.3000542822360064,-0.33171863834169213,0.03166435610568574,-68.66666666666667,0,1,0,,,,,,,,,,0,,-181599.11991569016,-14470.218617236067,43.014353026562496,1028.8688919544345,-174000.0,949.5873131736889,9853676.0,1.0,-3170429.1477911337,-0.17268054575384026,-219520.1882847303,-285321.7538253555,-174000.0,-217180.0,-174000.0,-191961.24091824936,-158083.94756944713,1,0,212.76728952389237,207.0197510960066,223.13967717130956,217.23216783216782,218.2,221.5333333333333,215.51575757575765,181.48668613813817,137.87338246802787,197.96747252747247,219.39999999999998,216.35000000000002,218.8,204.34765624999997,231.79776025834173,224.49049788225403,213.70999999999998,205.806686143599,284.21261096176585,-1,207.25999999999996,219.6487132825455,209.84502097843026,209.85555555555553,54.53717693455124,221.5333333333333,202.93984724899897,223.2,211.93999999999997,215.48895676217953,,,,213.20000000000002,,203.0852663308535
