period,scientific_label,variant,rows,terminal_growth,annualized_return,annualized_volatility,sharpe_zero_cash_rate,maximum_drawdown,daily_loss_cvar_95,mean_exposure,mean_daily_turnover,total_turnover
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,single_llm_agent,1094,0.30212407900988358,0.092140696690856227,0.29149395693281954,0.44815362384544571,0.46596854972859292,0.03621801089503901,0.4459780621572213,0.0086331076938519231,9.4446198170740043
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,current_ramoe,1094,0.30212407900992311,0.09214069669086733,0.29149395693281926,0.44815362384545049,0.46596854972858792,0.036218010895038968,0.4459780621572213,0.0086331076938518745,9.444619817073951
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,constant_matched_agent_exposure,1094,0.36605029023549185,0.10975674938688296,0.28954961313246447,0.50427098274274917,0.44729754296779189,0.035391199858127172,0.4459780621572213,0.0061335411499269148,6.7100940180200448
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,risk_budget_passive_btc,1094,0.28481256276274358,0.087271387716161719,0.24670556992966561,0.46251094034568496,0.42785630651355622,0.030276162240631045,0.41503656307129799,0.01499038538871489,16.399481615254089
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,bull_probability_controller,1094,0.92013113410900527,0.24335374024664613,0.21957454688459618,1.1011259355618228,0.1812240388259867,0.026529472058959155,0.21581352833638029,0.01912958660315656,20.927767743853277
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,constant_50_percent,1094,0.39564897205130811,0.1177274831474866,0.32462370166838084,0.50497147213667082,0.48868388833738385,0.039677509961927954,0.5,0.0062506631853828775,6.8382255248088679
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,buy_and_hold,1094,0.43836414633568421,0.12903427706290782,0.64926375450134943,0.51146233834622035,0.76637508348400951,0.07934315183672995,1,0.00091407678244972577,1
corrected_pre2024,DEVELOPMENT_EVIDENCE_ONLY,cash,1094,0,0,0,0,-0,0,0,0,0
