year,trusted_router_growth,matched_exposure_growth,buy_and_hold_growth,growth_advantage_vs_matched,router_beats_matched
2024,0.45437059027648674,0.46172459672090427,1.2109797811816185,-0.0073540064444175268,False
2025,0.068292603423594667,0.076235432728085195,0.15209411996083722,-0.0079428293044905285,False
