variant,rows,terminal_growth,annualized_return,annualized_volatility,sharpe_zero_cash_rate,maximum_drawdown,daily_loss_cvar_95,mean_exposure,mean_daily_turnover,total_turnover
trusted_router,514,0.55369334422917893,0.36768089904581869,0.22739545170300798,1.4906139165176386,0.12496246273866563,0.024737891579149567,0.4373540856031129,0.0064023564467095085,3.2908112136086873
frozen_trust,514,0.54919419029679317,0.36486537267982233,0.22961221456447703,1.4694536319902998,0.13114629911902886,0.025001181204170695,0.44357976653696507,0.0071972755830485655,3.6993996496869626
no_risk_projection,514,0.55369334422917893,0.36768089904581869,0.22739545170300798,1.4906139165176386,0.12496246273866563,0.024737891579149567,0.4373540856031129,0.0064023564467095085,3.2908112136086873
cash,514,0,0,0,0,-0,0,0,0,0
constant_matched_mean_exposure,514,0.57315980388120891,0.379835751882728,0.22804646136101397,1.5258094765964647,0.12841945575410663,0.024564084482783147,0.43735408560311295,0.0056608833442788296,2.9096940389593184
constant_50_percent,514,0.66919399850463668,0.43917642099721887,0.2607107871999596,1.5266698887069527,0.14616020665682572,0.02808189758391955,0.5,0.0058576459336266403,3.010830009884093
buy_and_hold,514,1.5472568052516418,0.94337471022233443,0.52141514895742846,1.533504994019445,0.28113684234324177,0.056152975447867473,1,0.0019455252918287938,1
