decision_date,return_date,router_valid,router_fallback_used,risk_fallback_used,desired_exposure,final_exposure,pretrade_exposure,turnover,ambiguity_cvar,asset_simple_return,portfolio_net_return,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5
2024-08-18,2024-08-19,True,False,False,0.4042017041318775,0.40000000000000002,0.39578739081721903,0.0042126091827809908,0.02500260437422943,0.017530622126635809,0.0070080067016076164,0.59579829586812261,0.4042017041318775,0,0,0,0
2024-08-19,2024-08-20,True,False,False,0.40161409880757903,0.40000000000000002,0.40417805177165883,0.0041780517716588084,0.025002570680701622,-0.007820631603019268,-0.0031324176229778899,0.59838590119242097,0.40161409880757903,0,0,0,0
2024-08-20,2024-08-21,True,False,False,0.39425272098691899,0.40000000000000002,0.39811715841110196,0.0018828415888980654,0.025000332847323871,0.036476075233282002,0.014588519780255327,0.60574727901308112,0.39425272098691899,0,0,0,0
2024-08-21,2024-08-22,True,False,False,0.41653638086801081,0.40000000000000002,0.40862836647806994,0.0086283664780699154,0.02500690974422887,-0.012850301104841422,-0.0051487044575717622,0.5834636191319893,0.41653638086801081,0,0,0,0
2024-08-22,2024-08-23,True,False,False,0.41500958666080467,0.40000000000000002,0.39689999332716891,0.0031000066728311126,0.025001519585110019,0.060970115384233248,0.024384870543914694,0.58499041333919544,0.41500958666080467,0,0,0,0
2024-08-23,2024-08-24,True,False,False,0.4412728177996898,0.45000000000000001,0.41428445767905858,0.035715542320941429,0.028158020311268767,0.0016579993786405289,0.00071035753071124752,0.55872718220031026,0.4412728177996898,0,0,0,0
2024-08-24,2024-08-25,True,False,False,0.43811016649439838,0.45000000000000001,0.45041004890883729,0.0004100489088372794,0.0281237077251646,0.0017752687451388915,0.0007984605588273741,0.56188983350560162,0.43811016649439838,0,0,0,0
2024-08-25,2024-08-26,True,False,False,0.43863499310649112,0.45000000000000001,0.45043902828748328,0.00043902828748326739,0.028123735889547256,-0.0222020997865362,-0.0099913795459213306,0.56136500689350888,0.43863499310649112,0,0,0,0
2024-08-26,2024-08-27,True,False,False,0.43627724718211719,0.45000000000000001,0.44444952582112035,0.0055504741788796608,0.028128703584665272,-0.05402554171930829,-0.024316909307549039,0.56372275281788287,0.43627724718211719,0,0,0,0
2024-08-27,2024-08-28,True,False,False,0.40518559639343754,0.40000000000000002,0.43629550159687203,0.036295501596872004,0.02536717184082786,-0.0073152803405835964,-0.0029623014331225939,0.59481440360656246,0.40518559639343754,0,0,0,0
