decision_date,return_date,strategy,forecast_regime,asset_simple_return,net_return,gross_return_before_cost,pretrade_btc_fraction,btc_fraction,cash_fraction,turnover,cost_fraction_pretrade_wealth,cost_paid_in_initial_wealth_units,wealth_before,wealth_after,running_peak_wealth,drawdown_from_running_peak
2021-01-27,2021-01-28,MEMORY,bull,0.0977108275226945,0.04395269407266533,0.04396987238521253,0.433545202786429,0.45,0.55,0.016454797213571015,1.6454797213571015e-05,1.668045163333819e-05,1.0137135946945044,1.0582690381994138,1.1627480961895662,0.08985528192438241
2021-01-28,2021-01-29,MEMORY,bull,0.0277754473435045,0.012475496894664317,0.012498951304577026,0.4731648732895077,0.45,0.55,0.02316487328950767,2.316487328950767e-05,2.4514668176098573e-05,1.0582690381994138,1.0714714702991899,1.1627480961895662,0.07850077432033498
2021-01-29,2021-01-30,MEMORY,bull,-0.0005451608953467,-0.0002521102981019041,-0.00024532240290601505,0.45678956082735683,0.45,0.55,0.006789560827356822,6.7895608273568224e-06,7.274820722373798e-06,1.0714714702991899,1.071201341307405,1.1627480961895662,0.07873309376482174
2021-01-30,2021-01-31,MEMORY,bull,-0.0342734466836429,-0.015423183886568048,-0.015423051007639304,0.44986503956958457,0.45,0.55,0.0001349604304154428,1.349604304154428e-07,1.4456979408444704e-07,1.071201341307405,1.0546800060408825,1.1627480961895662,0.09294196266829668
2021-01-31,2021-02-01,MEMORY,bull,0.0123111866884537,0.005531370723112605,0.005540034009804165,0.44138444378280134,0.45,0.55,0.008615556217198672,8.615556217198672e-06,9.08665488320066e-06,1.0546800060408825,1.0605138321485492,1.1627480961895662,0.08792468839643619
2021-02-01,2021-02-02,MEMORY,bull,0.0587635048648842,0.026440466827925446,0.02644357718919789,0.4530302311219193,0.45,0.55,0.0030302311219193023,3.0302311219193026e-06,3.213602019402437e-06,1.0605138321485492,1.088554312948029,1.1627480961895662,0.0638089913754123
2021-02-02,2021-02-03,MEMORY,bull,0.0609155366180831,0.02739743378894932,0.027411991478137394,0.464169280978781,0.45,0.55,0.014169280978781007,1.4169280978781008e-05,1.5424031920824535e-05,1.088554312948029,1.1183779076626978,1.1627480961895662,0.03815976020281053
2021-02-03,2021-02-04,MEMORY,bull,-0.0176562151364791,-0.00795985456177517,-0.007945296811415594,0.46467434236511573,0.45,0.55,0.014674342365115722,1.4674342365115723e-05,1.6411460310624208e-05,1.1183779076626978,1.1094757821726005,1.1627480961895662,0.04581586862325904
2021-02-04,2021-02-05,MEMORY,bull,0.0355712628541915,0.016002592863089804,0.016007068284386177,0.4455950884238207,0.45,0.55,0.004404911576179338,4.404911576179338e-06,4.887142716382714e-06,1.1094757821726005,1.1272302714061666,1.1627480961895662,0.030546448452416164
2021-02-05,2021-02-06,MEMORY,bull,0.0250407336229947,0.011259567304826357,0.011268330130347615,0.458665183374441,0.45,0.55,0.008665183374440999,8.665183374440999e-06,9.767657006955328e-06,1.1272302714061666,1.139922396515102,1.1627480961895662,0.019630820939863236
2021-02-06,2021-02-07,MEMORY,bull,-0.0102836210981083,-0.004633729656960739,-0.004627629494148735,0.45612852334740117,0.45,0.55,0.00612852334740116,6.128523347401161e-06,6.986041021268286e-06,1.139922396515102,1.1346403042997362,1.1627480961895662,0.02417358667964442
2021-02-07,2021-02-08,MEMORY,bull,0.1941373745589132,0.08735903813558399,0.08736181855151094,0.44744297079444917,0.45,0.55,0.0025570292055508426,2.5570292055508427e-06,2.9013083958895207e-06,1.1346403042997362,1.2337613899132274,1.2337613899132274,0.0
2021-02-08,2021-02-09,MEMORY,bull,0.0024334151656295,0.0010507998329383206,0.0010950368245332752,0.4941886034469536,0.45,0.55,0.04418860344695358,4.418860344695358e-05,5.451819280703788e-05,1.2337613899132274,1.235057826175634,1.235057826175634,0.0
2021-02-09,2021-02-10,MEMORY,bull,-0.0359632412070025,-0.016184050418463714,-0.016183458543151126,0.4506016114667832,0.45,0.55,0.0006016114667831696,6.016114667831696e-07,7.430249503675561e-07,1.235057826175634,1.2150695880470894,1.235057826175634,0.016184050418463602
2021-02-10,2021-02-11,MEMORY,bull,0.0703608707288785,0.03511931073493302,0.03518043536443925,0.44095268088748285,0.5,0.5,0.05904731911251715,5.904731911251715e-05,7.174660170933123e-05,1.2150695880470894,1.2577419944742823,1.2577419944742823,0.0
2021-02-11,2021-02-12,MEMORY,bull,-0.0128983323852329,-0.006466049022747389,-0.00644916619261645,0.5169924170524214,0.5,0.5,0.016992417052421382,1.699241705242138e-05,2.1372076514451277e-05,1.2577419944742823,1.2496093730800435,1.2577419944742823,0.006466049022747389
2021-02-12,2021-02-13,MEMORY,bull,-0.0042852589204103,-0.002145868020226538,-0.00214262946020515,0.49675448604481437,0.5,0.5,0.0032455139551856305,3.2455139551856307e-06,4.055624658862048e-06,1.2496093730800435,1.2469278762885756,1.2577419944742823,0.00859804175515888
2021-02-13,2021-02-14,MEMORY,bull,0.0312643765887126,0.015631097896313673,0.0156321882943563,0.4989263849105779,0.5,0.5,0.0010736150894221086,1.0736150894221087e-06,1.3387205834044792e-06,1.2469278762885756,1.2664187279924848,1.2664187279924848,0.0
2021-02-14,2021-02-15,MEMORY,bull,-0.0145364016495557,-0.007275840682291923,-0.00726820082477785,0.5076957920763663,0.5,0.5,0.007695792076366281,7.695792076366281e-06,9.746095212246429e-06,1.2664187279924848,1.2572044670905407,1.2664187279924848,0.007275840682291923
2021-02-15,2021-02-16,MEMORY,bull,0.0257299791598433,0.012861281777794664,0.01286498957992165,0.49633929283275885,0.5,0.5,0.0036607071672411506,3.660707167241151e-06,4.602257403365934e-06,1.2572044670905407,1.2733737279940942,1.2733737279940942,0.0
2021-02-16,2021-02-17,MEMORY,bull,0.0591726205366311,0.02957977157989733,0.02958631026831555,0.5063507919181102,0.5,0.5,0.006350791918110166,6.350791918110166e-06,8.086931580478706e-06,1.2733737279940942,1.3110398320040018,1.3110398320040018,0.0
