scope,forecast_regime,strategy,days,arithmetic_mean_daily,geometric_mean_daily,daily_volatility,annualized_volatility,sharpe_zero_cash_rate,daily_loss_cvar95,positive_day_fraction,log_growth_contribution
2024,mix,STATIC50_REBALANCED,192,-6.589937406229161e-06,-7.887810436194187e-05,0.012064358800079873,0.2305681724070841,-0.010439318716442441,0.025922464389149927,0.5052083333333334,-0.015145193357416736
2025,bull,MEMORY,55,0.0013714681304352677,0.0013265380275592992,0.009579654306635195,0.18308170557376877,2.736093882627957,0.018724866152589767,0.5454545454545454,0.07291124243265926
2025,bear,MEMORY,37,0.0019402914406407964,0.001873095579754443,0.011788885104928627,0.2253034527904205,3.1454975053279925,0.019083567827096685,0.5135135135135135,0.06923971037813671
2025,mix,MEMORY,56,-0.0015183009431083913,-0.0015693448062763641,0.01016606237409149,0.19428885206524024,-2.854303855190438,0.027387190603294777,0.4642857142857143,-0.08795234099149025
2025,bull,NO_MEMORY,55,0.0013574030993959414,0.0013123554610400363,0.009592122674493152,0.18331999497128645,2.7045139409480328,0.018724866152589767,0.5454545454545454,0.07213222914063869
2025,bear,NO_MEMORY,37,0.0019402914406407964,0.001873095579754443,0.011788885104928627,0.2253034527904205,3.1454975053279925,0.019083567827096685,0.5135135135135135,0.06923971037813671
2025,mix,NO_MEMORY,56,-0.0015190517245887217,-0.0015700930687678138,0.010165813467901744,0.19428409509089775,-2.8557851951105215,0.027387190603294777,0.4642857142857143,-0.08799430956988372
2025,bull,CASH,55,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2025,bear,CASH,37,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2025,mix,CASH,56,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2025,bull,BTC_BUY_AND_HOLD,55,0.0030792389926327726,0.0028567039290297025,0.02135031315581768,0.4080368270067711,2.756349347948578,0.041598896105560036,0.5454545454545454,0.15689472175877256
2025,bear,BTC_BUY_AND_HOLD,37,0.005975492851052901,0.005447199930279264,0.03324414236854992,0.6353459206722798,3.4352133111009,0.05203960311404429,0.5135135135135135,0.20099945097809246
2025,mix,BTC_BUY_AND_HOLD,56,-0.0035563107246695375,-0.003855279832119089,0.02448460979222845,0.4679379837291754,-2.7758859877836435,0.06699071257362722,0.4642857142857143,-0.21631291244564488
2025,bull,STATIC45_REBALANCED_SECONDARY,55,0.0013818422636586785,0.0013366389227916608,0.00960868407630379,0.18363650844798718,2.7484615726305184,0.018724866152589767,0.5454545454545454,0.07346605289123131
2025,bear,STATIC45_REBALANCED_SECONDARY,37,0.0026827958575237764,0.0025748261904749957,0.014959422134063673,0.2858972183166757,3.427424697344124,0.023419129255953457,0.5135135135135135,0.09514612917344653
2025,mix,STATIC45_REBALANCED_SECONDARY,56,-0.0016044127661674565,-0.0016644380061777827,0.011019515775588018,0.21059963942481055,-2.7825867339715202,0.030156063721522013,0.4642857142857143,-0.09328618443562255
2025,bull,STATIC50_REBALANCED,55,0.0015357681142911654,0.0014799782483948343,0.010676205855119752,0.20403846678038742,2.7491840759056645,0.020804843804893315,0.5454545454545454,0.08133862879662786
2025,bear,STATIC50_REBALANCED,37,0.0029814997831652218,0.0028483207863831835,0.016621613243225194,0.3176642083889652,3.428125571098887,0.026021119838134963,0.5135135135135135,0.1052380642611544
2025,mix,STATIC50_REBALANCED,56,-0.0017822633506115598,-0.0018564234553241192,0.012243742812155194,0.23399647261836293,-2.7819722302933,0.03350562934462875,0.4642857142857143,-0.10405632971568227
